Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-34.37,-33.92,-29.72,-26.56,-29.98,-27.70,-31.80,-19.14,-32.72,-43.70
4.50,-31.91,-33.87,-29.99,-25.84,-25.85,-25.01,-36.76,-25.05,-36.81,-48.08
22.50,-25.15,-26.66,-22.01,-18.18,-20.52,-12.36,-35.52,-15.04,-30.64,-42.09
52.00,-18.27,-20.63,-16.59,-11.35,-14.14,-0.36,-33.12,-2.76,-25.56,-31.12
82.50,-12.49,-14.67,-9.83,-8.11,-2.86,9.29,-19.78,5.27,-9.55,-21.09
112.50,-9.23,-7.58,-3.42,1.20,1.88,14.93,-14.73,10.30,-5.87,-13.25
141.50,-17.96,5.27,12.19,18.83,25.98,37.55,0.73,17.18,-0.57,-11.72
171.00,-38.49,19.41,16.66,26.12,28.81,44.88,14.97,23.75,6.58,-5.27
202.50,-72.64,5.10,13.09,34.01,35.45,62.96,28.09,34.09,17.67,12.71
233.50,-78.96,2.10,10.77,32.24,32.56,58.36,22.23,28.67,13.92,9.31
263.50,-87.27,-1.96,5.07,25.38,26.46,54.69,16.19,-5.51,8.70,5.90
293.50,-90.54,-6.71,2.82,21.90,23.73,49.59,9.14,-7.35,5.74,1.60
323.50,-93.25,-7.83,1.47,16.74,18.17,38.90,6.05,-7.75,4.17,-0.70
353.50,-93.14,-6.53,-1.39,14.65,17.22,37.94,6.11,-7.46,4.80,-2.03
383.50,-91.32,-4.15,2.98,16.63,17.88,37.76,6.25,-8.91,4.08,-1.77
413.50,-87.30,-5.11,1.48,14.52,16.21,36.42,6.08,-8.93,2.42,-1.65
443.50,-89.68,-3.04,1.81,16.55,16.26,37.21,4.41,-2.62,3.71,-1.67
473.50,-84.39,-2.82,3.45,16.94,17.26,35.82,5.71,-0.92,4.68,0.58
503.50,-80.47,0.75,5.93,22.35,23.77,44.93,9.10,1.70,6.32,1.76
533.50,-85.38,0.09,6.40,23.85,22.44,44.56,7.06,0.35,5.34,1.19
563.50,-86.42,-0.66,3.63,21.62,20.89,42.89,7.03,-0.02,4.99,-0.37
593.50,-86.76,-1.05,3.59,24.22,22.95,45.54,8.81,0.50,6.13,1.21
623.50,-86.86,-0.55,6.23,26.30,24.91,47.92,7.86,0.76,5.88,2.07
653.50,-89.99,-2.76,3.30,22.94,26.29,47.77,6.48,-2.05,4.51,0.30
683.50,-81.11,-1.71,3.10,22.71,22.41,42.40,6.79,-2.58,3.28,-2.70
713.00,-75.99,-0.80,5.19,25.29,24.47,46.41,7.34,1.69,4.79,0.81
743.00,-74.38,2.24,9.53,31.78,29.83,55.31,11.10,5.17,7.66,3.04
773.50,-72.85,5.41,11.19,34.20,33.98,61.79,13.38,5.12,8.36,5.76
803.50,-70.56,6.99,14.58,38.74,38.64,69.63,16.79,6.70,10.17,7.76
833.50,-76.35,9.84,15.94,40.09,41.63,71.52,18.34,8.67,11.37,9.56
863.50,-77.58,8.30,15.44,40.63,42.20,69.72,18.48,4.87,11.00,8.31
893.50,-79.07,5.21,11.86,37.93,37.81,67.76,14.01,1.09,10.14,5.66
923.50,-76.90,3.01,13.05,35.32,35.66,67.79,12.16,0.64,9.54,5.58
953.50,-79.31,2.87,12.92,35.69,36.69,66.24,10.56,1.28,9.17,6.84
983.50,-79.10,4.91,14.60,39.22,39.75,68.91,17.68,1.18,10.23,6.55
1013.50,-74.25,5.47,16.74,39.70,42.63,73.19,15.70,1.53,9.01,7.83
