Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-40.32,-39.36,-41.33,-34.91,-37.29,-32.83,-32.97,-34.58,-36.07,-42.87
1.00,-35.71,-39.60,-40.42,-34.40,-34.58,-30.88,-38.80,-41.03,-41.81,-51.08
16.50,-28.18,-29.82,-28.81,-25.41,-28.34,-23.40,-40.49,-41.59,-39.12,-49.51
46.50,-20.55,-22.88,-21.70,-19.74,-22.18,-10.46,-40.28,-34.48,-30.85,-35.29
76.50,-12.74,-15.52,-14.08,-13.10,-14.85,2.47,-31.06,-18.11,-14.37,-24.63
105.50,-6.98,-9.72,-7.87,-11.53,-8.83,10.07,-21.86,-10.53,-8.00,-15.82
135.50,4.65,-11.15,-15.49,-11.94,-6.30,12.09,-13.37,-0.94,3.54,9.70
166.50,24.85,-15.49,-48.07,-28.18,-11.54,13.92,-10.66,3.89,13.05,25.29
196.50,28.83,0.89,-45.77,-20.30,-8.98,20.86,-6.33,8.96,15.89,31.11
226.50,29.77,-0.21,-43.95,-21.38,-7.88,21.00,-7.10,9.70,16.93,31.68
256.50,32.15,1.45,-43.08,-20.87,-7.27,22.19,-8.86,8.46,15.72,31.15
286.50,31.74,1.36,-44.43,-21.37,-4.17,22.38,-9.03,7.34,15.39,31.71
315.00,29.47,0.60,-47.49,-22.72,-10.98,16.78,-12.09,3.77,11.19,27.88
343.50,27.42,-0.68,-46.74,-24.32,-10.88,15.05,-14.37,0.10,9.84,29.42
373.50,26.03,-7.88,-53.05,-28.89,-14.45,12.67,-16.18,-2.91,7.42,24.40
405.00,26.56,-4.74,-51.26,-26.39,-14.84,12.88,-16.91,-3.04,5.80,22.76
435.50,27.62,-4.24,-48.45,-24.99,-11.79,14.90,-18.26,0.07,6.97,25.10
465.50,30.38,-0.79,-42.89,-23.13,-8.09,17.04,-14.43,1.03,10.22,26.43
496.50,34.04,3.11,-38.55,-17.83,-2.69,22.54,-9.20,4.67,13.82,32.85
526.50,36.15,3.80,-38.22,-19.37,-0.57,26.17,-4.68,9.66,18.00,37.14
556.50,36.76,4.76,-35.15,-11.36,0.97,28.14,-2.07,13.78,20.17,42.45
586.50,36.61,3.85,-37.45,-13.92,-0.42,24.07,-1.45,13.31,19.92,39.57
616.50,35.11,2.45,-39.65,-16.47,-3.70,19.74,-5.85,6.75,15.75,35.45
646.50,35.92,2.75,-39.15,-17.14,-1.95,20.24,-6.18,7.63,17.05,36.02
676.50,35.81,3.69,-37.97,-16.67,-3.09,19.38,-3.24,8.64,16.42,34.79
706.50,33.63,1.59,-39.63,-17.25,-4.77,18.39,-7.74,7.03,14.95,32.63
736.50,37.34,4.12,-44.41,-22.16,-6.52,18.02,-8.01,6.23,14.88,36.72
766.50,43.23,4.41,-45.70,-21.66,-5.01,20.46,-6.27,8.71,17.26,39.22
796.50,42.30,3.00,-48.39,-20.74,-4.68,20.53,-5.23,12.95,21.61,45.96
826.50,44.39,2.91,-54.17,-22.44,-9.10,21.76,-5.81,13.02,21.20,46.72
856.50,46.94,2.88,-57.65,-23.08,-9.49,17.90,-6.90,10.04,19.55,44.37
886.50,48.26,3.67,-53.30,-26.03,-12.77,14.37,-9.80,6.55,18.45,38.72
916.50,49.13,3.52,-59.29,-26.57,-10.54,17.09,-8.19,10.14,19.96,44.75
946.50,46.08,1.92,-62.41,-28.76,-12.68,13.27,-10.27,8.51,18.13,44.44
976.50,44.66,0.93,-67.27,-32.40,-18.01,9.63,-22.75,-3.47,9.07,36.65
1006.50,44.39,0.68,-65.84,-33.08,-20.51,9.93,-22.93,-3.83,10.06,33.56
1036.50,47.96,3.94,-66.26,-30.92,-12.62,12.33,-19.67,-0.19,12.76,35.71
1066.50,48.98,4.55,-58.48,-29.01,-13.21,13.45,-15.31,2.56,14.95,39.92
1096.50,46.54,3.64,-63.62,-32.12,-15.51,10.77,-18.01,0.78,13.17,38.13
1126.50,45.85,2.94,-63.34,-32.58,-15.94,10.81,-19.66,-1.33,11.41,39.90
1156.50,46.10,2.81,-64.10,-30.62,-14.27,11.84,-18.96,0.27,12.16,39.75
1186.50,48.38,1.38,-62.17,-30.17,-13.87,10.61,-17.74,0.68,13.82,37.19
1216.50,51.59,4.92,-58.50,-26.56,-9.60,14.60,-11.28,4.45,16.82,42.63
1246.50,52.27,4.83,-54.00,-27.32,-9.32,15.13,-8.78,6.69,18.44,43.08
1276.50,52.40,1.86,-59.63,-26.36,-10.10,14.18,-7.66,5.91,18.16,41.73
1306.50,51.22,2.46,-60.98,-28.20,-11.67,13.03,-9.00,2.34,14.79,44.69
1336.50,48.43,2.70,-61.51,-27.75,-12.30,11.62,-9.72,3.15,15.82,43.06
1366.00,46.77,1.87,-66.18,-30.94,-16.04,6.72,-15.97,1.23,12.38,39.71
1396.00,44.53,1.02,-67.69,-35.47,-21.59,6.41,-18.56,0.00,10.81,37.19
1426.50,38.31,-3.51,-69.58,-39.18,-23.84,-1.02,-15.23,-2.83,10.43,31.31
1456.50,34.51,-13.77,-82.81,-43.29,-27.31,-7.78,-14.14,-4.93,7.99,31.66
1486.50,33.04,-15.85,-81.12,-44.66,-31.21,-14.42,-16.05,-7.65,6.96,32.39
1516.00,33.95,-15.44,-80.79,-42.84,-32.22,-13.01,-16.72,-7.28,5.75,28.74
1545.50,36.57,-13.93,-81.66,-40.66,-32.11,-13.31,-12.16,-3.51,8.84,30.39
