Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-7.51,-6.73,-6.31,-4.45,-3.07,0.58,-13.91,-2.41,-12.18,-14.24
14.00,-2.03,-2.31,-2.75,-0.81,-1.05,7.41,-13.79,2.93,-9.02,-12.48
41.50,-1.47,-0.02,-1.12,-0.03,0.76,13.80,-12.69,3.00,-4.06,-8.96
71.00,0.76,0.50,0.20,-4.38,4.22,16.89,-9.75,8.70,-0.48,-4.96
102.00,0.99,0.43,-1.45,-1.80,0.47,16.07,-9.98,10.49,-0.22,-3.24
132.00,-7.93,0.34,-2.42,-0.89,0.26,14.20,-10.70,9.96,1.03,8.74
161.50,-87.91,-45.08,-27.07,-16.94,-10.38,4.85,-33.14,18.78,23.92,64.18
192.00,-126.57,-97.94,-59.89,-37.52,-22.54,-0.43,-44.23,7.96,16.07,49.63
222.00,-131.12,-107.59,-70.69,-43.56,-35.22,-17.42,-52.97,3.52,13.98,57.84
251.50,-131.33,-109.38,-72.80,-46.29,-38.14,-18.25,-55.97,0.83,12.13,53.53
281.50,-134.51,-108.54,-70.29,-44.44,-38.35,-18.98,-56.99,-1.16,13.54,54.41
311.50,-133.86,-105.60,-68.85,-43.30,-38.91,-18.71,-58.24,-1.42,13.60,43.21
341.50,-129.98,-104.68,-67.48,-42.69,-39.12,-19.51,-59.82,-2.36,12.58,44.78
371.50,-130.38,-103.74,-66.23,-41.94,-40.91,-19.05,-58.29,-1.46,12.59,43.81
401.50,-130.14,-102.94,-65.54,-40.45,-38.31,-17.24,-59.72,0.89,12.81,35.01
431.50,-126.95,-103.89,-63.93,-39.22,-37.21,-16.18,-60.51,2.37,12.85,61.87
462.00,-129.69,-103.85,-66.42,-40.32,-37.41,-15.85,-63.75,-3.32,11.13,50.26
492.00,-129.56,-105.64,-67.50,-41.72,-38.85,-18.41,-65.89,-7.18,9.65,36.51
521.50,-131.51,-105.55,-67.83,-41.05,-39.60,-18.17,-63.76,2.06,10.95,43.98
551.50,-129.65,-105.49,-67.74,-41.29,-36.57,-19.01,-65.65,-0.59,10.24,37.45
582.00,-126.40,-104.14,-67.44,-41.26,-37.99,-18.38,-65.39,-0.12,10.07,51.20
612.00,-128.72,-103.28,-66.33,-41.16,-37.76,-16.41,-66.28,5.96,14.73,57.73
642.00,-175.69,-142.00,-92.20,-56.86,-53.60,-29.62,-81.79,17.65,20.68,87.94
671.00,-169.43,-140.83,-92.76,-58.50,-56.36,-33.26,-91.36,5.74,13.85,60.50
700.50,-174.40,-138.95,-91.80,-58.10,-53.64,-33.65,-88.86,0.10,14.70,53.87
730.50,-177.49,-140.16,-92.04,-57.31,-55.49,-32.92,-91.16,0.57,14.90,63.92
760.50,-174.01,-139.68,-91.32,-57.48,-53.80,-36.89,-89.77,-5.41,13.89,59.62
791.00,-173.89,-139.12,-90.40,-57.88,-52.90,-37.50,-91.30,-6.02,14.15,63.04
821.50,-173.62,-140.06,-93.12,-58.85,-54.75,-38.44,-94.02,-9.09,12.21,49.93
852.00,-169.58,-140.97,-93.03,-58.20,-53.63,-37.72,-92.41,-9.31,12.10,55.76
882.00,-172.33,-138.68,-91.31,-56.42,-51.40,-35.53,-90.16,7.89,15.60,55.15
912.00,-164.45,-136.05,-88.39,-55.08,-50.21,-33.60,-88.77,9.23,15.91,72.12
941.50,-168.09,-137.03,-88.62,-54.83,-49.82,-32.95,-87.22,9.77,15.25,55.23
971.50,-172.06,-137.56,-88.19,-52.46,-50.80,-31.53,-90.05,8.54,14.69,70.13
1001.50,-169.92,-137.55,-90.47,-56.01,-51.27,-32.15,-90.72,6.14,14.33,56.90
