Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,8.59,3.00,2.29,5.74,6.01,7.87,2.72,5.62,5.96,7.25
9.50,13.14,6.46,5.73,8.85,9.77,16.47,0.53,7.26,6.50,7.84
33.50,11.64,6.09,5.42,6.22,11.51,15.26,0.10,8.65,6.71,6.94
63.50,11.95,7.50,5.93,6.62,10.80,15.65,0.47,9.04,7.82,10.81
93.50,17.48,11.27,9.03,13.04,16.79,21.58,3.10,13.28,11.48,17.47
122.50,17.04,13.46,10.42,13.76,20.10,25.24,2.53,14.32,12.50,15.37
151.00,-104.95,-42.02,-21.98,-11.20,8.53,25.97,3.90,29.81,33.98,72.11
181.00,-205.09,-149.44,-93.60,-45.95,-23.21,-5.47,-17.25,10.63,19.89,66.77
211.50,-212.65,-164.79,-107.99,-51.18,-28.71,-13.04,-23.76,1.18,10.23,37.45
241.50,-202.17,-169.47,-109.36,-54.34,-30.25,-15.66,-25.58,-2.35,8.68,45.33
271.50,-209.67,-165.33,-106.80,-52.45,-31.80,-13.78,-24.70,-1.76,9.17,58.57
302.00,-204.17,-158.28,-101.26,-50.75,-29.62,-11.26,-21.04,0.85,10.13,61.40
332.50,-199.75,-160.08,-101.62,-48.05,-31.45,-10.13,-19.97,-0.16,9.51,58.40
363.00,-202.72,-163.38,-103.04,-50.15,-31.06,-11.47,-23.58,-0.63,8.98,59.34
393.50,-204.77,-157.09,-102.45,-50.83,-32.04,-10.79,-24.27,-1.64,8.80,42.27
423.50,-202.23,-155.43,-99.79,-48.01,-30.09,-9.44,-20.73,1.96,10.30,51.77
453.00,-202.68,-156.43,-99.45,-47.51,-29.84,-9.61,-22.45,-0.18,8.65,44.28
482.00,-204.84,-159.11,-102.44,-49.95,-30.77,-11.25,-25.47,-3.88,7.27,63.63
512.50,-200.45,-160.27,-103.16,-51.10,-31.64,-12.12,-28.44,-6.93,5.23,40.48
543.50,-200.61,-161.33,-105.74,-52.13,-33.34,-14.78,-32.76,-10.21,2.96,36.09
573.50,-194.50,-158.78,-103.74,-51.04,-31.90,-11.73,-34.14,-8.91,4.91,38.21
603.50,-199.80,-158.90,-101.20,-49.95,-31.03,-10.26,-31.18,-6.85,5.85,34.98
633.50,-204.15,-152.34,-97.09,-45.48,-28.49,-5.46,-24.66,-1.24,9.53,51.62
663.50,-200.93,-149.26,-94.61,-42.65,-25.09,0.39,-18.00,0.42,12.84,64.49
693.50,-201.88,-155.73,-97.58,-45.57,-26.70,-7.10,-22.69,0.09,10.67,39.24
723.00,-208.58,-156.36,-98.79,-47.06,-28.22,-6.53,-24.64,-2.73,9.08,40.48
752.50,-205.66,-152.66,-95.79,-45.77,-26.51,-6.56,-24.44,0.08,10.77,64.04
783.00,-203.51,-157.77,-98.34,-47.48,-29.06,-7.85,-26.24,-3.18,8.62,50.37
813.50,-198.69,-155.22,-96.82,-45.08,-27.44,-6.57,-23.92,-1.99,8.25,53.71
843.50,-208.06,-157.66,-100.22,-48.70,-29.30,-9.89,-30.21,-6.51,6.06,45.33
873.50,-212.75,-159.95,-101.39,-49.49,-30.03,-9.96,-32.40,-9.61,4.13,48.98
903.50,-206.82,-161.92,-102.08,-50.67,-30.52,-12.26,-34.50,-10.92,3.90,55.87
932.50,-206.28,-159.37,-99.96,-48.78,-30.25,-10.46,-31.71,-8.35,5.79,51.48
962.50,-205.81,-154.70,-98.02,-46.43,-27.78,-7.47,-28.70,-4.82,7.63,52.84
993.50,-202.96,-153.79,-95.24,-45.66,-27.16,-4.87,-22.34,-1.12,9.47,58.08
1023.50,-202.66,-153.70,-94.92,-44.25,-25.99,-4.71,-19.94,0.12,11.08,54.55
1053.50,-200.79,-152.52,-93.94,-42.19,-24.35,1.00,-17.04,1.31,12.99,57.03
1083.50,-201.31,-151.66,-92.79,-42.93,-23.40,0.04,-18.00,1.12,11.98,53.89
1113.50,-203.50,-151.41,-93.56,-42.07,-23.66,-5.46,-17.65,1.49,12.48,64.16
1142.50,-199.20,-151.10,-94.55,-43.30,-24.62,-5.83,-18.85,0.41,10.18,65.64
1172.50,-192.11,-151.32,-93.88,-43.67,-25.10,-6.35,-21.33,1.00,10.34,42.88
1203.50,-192.64,-153.06,-94.42,-44.17,-25.56,-7.85,-21.17,0.57,9.43,59.72
1233.50,-193.09,-151.00,-95.35,-45.39,-26.27,-7.96,-24.06,-2.82,8.83,46.12
1263.50,-191.86,-152.96,-96.85,-45.84,-27.18,-9.38,-22.87,-1.89,8.43,51.58
1293.50,-194.84,-155.25,-100.89,-46.85,-28.23,-10.84,-22.28,-1.97,8.36,48.90
1323.50,-198.55,-154.48,-101.48,-49.38,-28.91,-13.30,-18.38,0.32,9.72,64.03
1352.50,-198.77,-158.53,-103.74,-51.52,-31.42,-17.65,-18.09,-1.13,9.13,69.15
1382.50,-198.26,-163.37,-106.85,-56.10,-33.51,-22.14,-20.54,-2.60,6.81,46.88
1413.50,-200.40,-162.27,-105.95,-56.02,-31.61,-22.98,-17.43,-0.73,7.00,35.62
1443.50,-202.04,-165.91,-107.99,-57.85,-32.92,-26.15,-14.88,-0.11,8.86,50.67
1473.50,-202.90,-164.81,-111.50,-57.05,-32.11,-27.54,-13.95,0.68,7.81,57.40
1503.50,-203.00,-169.17,-112.67,-61.24,-36.96,-29.85,-17.68,-2.75,5.23,58.68
1532.50,-200.73,-165.83,-111.01,-59.58,-34.63,-29.04,-18.17,-2.43,5.67,39.79
1562.50,-202.36,-167.57,-111.68,-58.93,-34.66,-28.25,-15.61,-0.15,7.74,53.46
1593.50,-198.96,-168.51,-112.70,-60.38,-35.29,-28.29,-16.57,-0.12,8.28,46.34
1623.50,-200.04,-165.61,-110.80,-58.64,-33.07,-27.40,-22.23,-3.47,5.60,38.76
1653.50,-205.98,-168.28,-111.39,-58.21,-34.17,-26.16,-13.81,0.96,9.63,54.22
1683.50,-206.08,-170.34,-116.12,-60.14,-35.73,-26.85,-16.18,0.07,6.21,49.98
1713.50,-201.40,-168.40,-113.89,-59.94,-35.23,-27.47,-19.57,-0.94,6.53,53.84
1743.50,-214.07,-173.59,-115.61,-64.81,-38.88,-31.04,-22.29,-2.70,4.92,47.95
1773.50,-209.69,-171.27,-115.59,-61.77,-36.65,-29.52,-20.94,-0.94,7.43,51.34
1802.50,-205.85,-168.82,-113.48,-60.38,-35.11,-27.03,-18.59,1.12,7.00,57.54
1832.50,-211.85,-171.45,-114.50,-61.99,-36.26,-27.74,-19.46,0.34,7.42,48.67
1863.50,-210.50,-170.91,-113.20,-59.99,-35.67,-26.32,-18.89,1.14,7.21,51.41
1893.50,-207.92,-171.57,-114.62,-61.34,-36.91,-26.76,-19.17,0.33,7.43,52.96
1923.50,-212.11,-171.91,-113.53,-60.57,-36.51,-26.53,-18.53,1.19,7.57,58.18
1953.50,-214.96,-168.49,-113.24,-60.31,-35.86,-25.26,-17.02,0.08,8.72,55.52
1983.50,-214.07,-169.00,-112.29,-61.16,-36.85,-25.01,-18.53,0.12,8.20,57.00
2013.50,-208.05,-169.08,-110.60,-58.86,-33.62,-23.33,-14.41,2.43,10.13,51.96
2043.50,-209.30,-167.56,-110.72,-58.51,-33.76,-22.64,-14.79,1.87,9.01,50.31
