Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-34.29,-32.23,-33.25,-28.23,-31.13,-26.86,-32.82,-35.42,-38.77,-48.07
10.50,-31.36,-29.71,-29.78,-24.88,-28.01,-26.22,-42.87,-41.73,-42.95,-52.89
35.50,-24.55,-28.13,-27.36,-22.48,-24.27,-16.61,-50.59,-38.57,-35.02,-46.72
65.50,-16.41,-11.96,-10.96,-5.23,-17.35,-2.12,-52.31,-35.30,-29.09,-41.23
95.50,-1.33,-5.30,-4.09,-0.26,3.45,18.56,-45.82,-26.57,-16.48,-26.75
125.50,8.15,6.98,7.78,7.51,0.17,21.67,-10.12,12.04,20.72,-2.86
155.50,-61.93,-3.67,11.56,19.27,18.22,49.58,71.48,109.55,91.72,116.85
185.50,-94.91,-28.36,5.70,37.57,44.85,73.63,80.22,102.24,95.03,118.43
215.50,-104.93,-40.25,-5.86,28.23,37.60,60.45,66.39,78.80,75.48,105.70
245.50,-113.49,-58.36,-19.67,2.95,21.12,37.44,60.72,76.35,77.57,103.56
275.50,-114.08,-61.01,-20.72,-1.50,5.20,14.13,58.53,75.19,73.76,103.43
305.50,-112.53,-58.96,-21.69,-4.67,2.04,9.19,57.03,80.93,77.22,102.48
335.50,-110.15,-51.71,-15.46,0.94,4.68,14.18,59.30,77.03,76.82,105.45
365.50,-99.31,-44.44,-9.93,4.14,4.28,11.54,60.29,79.06,80.24,105.95
395.50,-105.72,-45.14,-12.88,1.32,5.18,24.96,50.80,67.91,68.68,95.12
425.50,-110.98,-54.18,-12.13,1.13,2.66,17.98,52.79,70.65,71.76,100.47
455.50,-108.30,-53.15,-17.02,-3.38,1.94,22.87,48.13,65.48,68.44,104.07
485.50,-109.60,-53.19,-16.21,-2.29,3.86,22.42,53.09,68.55,67.77,101.05
515.50,-111.87,-58.53,-19.37,-7.55,-1.04,11.55,53.43,74.79,71.68,100.41
545.00,-113.32,-63.53,-22.77,-11.12,-13.86,9.51,51.68,71.81,70.79,98.44
575.00,-124.53,-70.40,-27.26,-17.67,-11.10,1.05,48.65,67.74,70.10,97.67
605.50,-125.98,-80.38,-37.92,-23.28,-16.68,-10.38,44.34,65.31,68.84,95.63
635.50,-126.86,-79.91,-34.05,-24.81,-17.37,-14.06,40.82,59.13,66.08,89.16
665.50,-126.80,-76.31,-26.92,-22.51,-15.60,-12.12,46.81,68.89,73.44,93.88
695.00,-122.61,-72.38,-22.24,-18.51,-11.87,-6.52,46.53,66.89,74.28,94.56
725.00,-126.81,-74.84,-24.60,-20.34,-16.91,-14.54,43.10,63.23,64.96,93.40
755.50,-126.54,-75.77,-24.64,-22.24,-18.44,-13.75,39.23,57.04,61.97,88.67
785.50,-128.07,-78.17,-27.67,-24.26,-20.91,-15.66,40.81,60.86,64.46,97.59
815.50,-124.96,-77.93,-27.67,-21.74,-16.58,-13.24,41.76,60.93,67.92,106.78
845.50,-126.05,-75.26,-25.13,-21.28,-16.16,-12.76,41.96,65.15,62.64,104.76
874.50,-129.36,-78.39,-28.20,-21.49,-17.51,-13.67,41.78,62.82,66.03,102.00
904.50,-132.04,-84.26,-33.36,-24.36,-22.43,-18.44,39.95,60.52,64.14,94.78
935.50,-137.72,-87.15,-36.08,-26.44,-23.27,-18.83,37.98,56.66,62.28,87.36
964.50,-137.31,-87.15,-36.08,-26.44,-25.36,-20.99,35.30,55.24,63.12,83.90
994.50,-141.75,-90.63,-41.66,-26.77,-25.44,-19.91,36.11,54.76,58.44,88.13
1025.00,-133.68,-86.71,-36.06,-23.07,-21.59,-17.74,40.01,60.76,67.45,87.97
1055.00,-126.60,-81.71,-30.86,-18.79,-18.05,-14.28,43.51,62.10,68.85,92.40
1085.50,-128.32,-80.28,-28.57,-16.68,-14.16,-9.72,45.97,65.29,70.32,94.07
1115.50,-128.05,-78.75,-27.81,-15.84,-13.55,-10.50,47.17,66.13,70.91,96.29
1145.50,-128.55,-78.15,-28.31,-16.11,-13.68,-10.20,46.96,66.63,69.86,96.08
1175.50,-129.34,-80.15,-29.44,-16.63,-14.90,-10.09,48.34,65.91,67.69,97.41
1204.50,-129.77,-81.48,-31.06,-18.04,-15.98,-12.59,48.34,65.91,67.69,97.43
1232.50,-130.59,-82.75,-31.49,-17.47,-16.14,-11.55,45.84,63.00,69.10,96.91
1262.00,-127.10,-80.96,-31.13,-16.75,-16.14,-11.55,46.87,63.48,70.16,95.65
1294.00,-128.81,-81.51,-30.38,-17.15,-14.98,-10.93,45.20,63.62,68.94,91.72
1324.50,-131.66,-81.51,-30.38,-17.15,-14.08,-9.68,45.45,64.40,71.48,92.39
1353.50,-131.08,-80.61,-30.38,-15.89,-13.92,-9.14,46.57,64.93,67.34,94.85
1383.50,-125.09,-77.41,-26.88,-13.72,-11.84,-4.39,46.57,64.93,67.34,99.27
1413.50,-129.81,-76.98,-26.10,-13.27,-11.28,-4.66,50.70,67.79,73.31,103.62
1444.00,-129.17,-77.32,-27.69,-14.16,-11.64,-6.96,50.40,67.89,73.82,107.87
1474.50,-121.06,-77.08,-26.98,-13.68,-11.40,-7.09,52.93,68.46,73.92,106.44
1504.50,-122.76,-80.11,-28.14,-14.13,-11.04,-5.45,50.47,68.94,75.87,106.63
1534.50,-131.89,-80.44,-29.61,-16.38,-13.34,-6.30,48.31,65.61,69.98,103.17
1564.50,-129.21,-82.08,-30.53,-16.81,-14.03,-9.71,48.65,65.24,69.02,104.60
1594.50,-128.47,-81.82,-30.45,-17.14,-13.83,-10.91,48.57,65.52,72.26,100.56
1625.00,-132.39,-82.22,-32.86,-17.54,-14.62,-9.44,46.89,64.03,69.57,96.92
1655.50,-133.60,-81.97,-30.96,-17.63,-14.99,-9.63,48.13,63.52,71.22,95.21
1685.50,-133.08,-85.09,-33.45,-19.24,-15.24,-9.70,48.23,64.89,71.24,99.69
1715.50,-132.55,-83.32,-32.02,-18.33,-14.11,-8.17,48.35,64.50,71.13,97.90
1745.50,-137.44,-83.18,-31.94,-17.51,-13.27,-8.23,48.35,64.50,71.13,96.02
1775.50,-136.06,-80.33,-29.12,-15.40,-11.39,-4.51,49.58,65.30,73.94,97.93
1804.50,-125.01,-75.82,-24.41,-14.06,-11.39,-4.63,45.73,61.77,66.58,95.38
1834.50,-120.98,-72.82,-24.05,-14.35,-11.02,-6.14,45.07,61.93,64.65,92.46
1864.50,-119.42,-72.82,-24.05,-14.35,-13.63,-7.52,45.68,62.45,68.11,95.55
1894.50,-122.10,-76.61,-26.27,-16.84,-15.36,-10.32,46.00,62.72,67.04,100.92
1925.50,-120.80,-74.23,-23.84,-15.13,-12.85,-7.05,46.71,62.46,69.77,109.21
1955.50,-127.95,-75.80,-25.82,-15.92,-13.21,-6.46,48.06,66.72,72.73,106.13
1985.50,-126.33,-80.00,-29.04,-17.27,-13.54,-8.41,52.31,69.08,74.56,108.62
2015.50,-126.72,-79.02,-29.53,-16.37,-13.13,-8.55,51.94,68.20,71.38,99.60
2045.00,-127.94,-76.11,-27.93,-15.21,-12.59,-7.86,51.89,67.61,72.27,103.01
2075.00,-127.07,-74.53,-25.71,-12.85,-9.51,-3.62,53.75,70.52,76.85,107.24
2105.50,-126.91,-74.43,-23.47,-11.33,-7.65,-1.37,54.32,73.82,79.08,103.04
2135.50,-131.05,-78.43,-27.15,-14.42,-10.16,-3.99,52.25,68.88,72.81,99.98
2165.50,-128.16,-80.55,-30.04,-16.63,-13.73,-8.98,48.35,64.50,67.82,96.94
2195.50,-129.97,-83.14,-32.31,-18.82,-16.80,-11.92,43.48,58.66,65.59,91.99
2225.50,-133.98,-93.06,-41.69,-25.82,-22.43,-16.30,40.50,56.85,62.88,86.98
2255.50,-134.45,-87.84,-36.82,-23.23,-20.54,-14.12,44.18,61.43,65.94,92.34
2285.50,-89.93,-72.96,-34.05,-23.21,-21.08,-16.07,44.18,61.43,65.94,46.19
2315.50,-80.41,-55.08,-28.57,-21.30,-21.09,-16.67,12.26,22.01,27.79,38.68
2345.50,-63.41,-46.73,-25.13,-18.40,-19.86,-15.19,9.58,17.21,21.34,27.43
2375.50,-52.93,-36.87,-21.61,-16.42,-17.14,-14.61,8.98,14.70,17.80,24.88
2405.50,-55.52,-38.84,-24.24,-20.22,-18.37,-15.61,7.82,12.59,16.58,23.23
2435.50,-57.81,-42.02,-27.02,-21.81,-23.87,-21.20,2.85,7.51,10.96,16.93
2465.50,-59.64,-43.84,-29.05,-23.97,-26.49,-25.69,1.35,0.93,4.57,11.68
2495.50,-67.47,-52.31,-36.30,-31.60,-36.24,-30.86,7.82,15.39,20.96,38.21
2525.50,-77.37,-64.68,-47.53,-37.04,-38.15,-30.17,11.33,24.49,31.81,51.22
