Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-14.53,-13.19,-12.21,-11.33,-13.67,-14.03,-17.43,-17.70,-19.27,-24.50
12.00,-9.18,-6.19,-4.51,-14.20,-19.36,-19.20,-17.18,-17.23,-18.45,-25.52
38.50,-4.07,-2.94,-7.28,-18.02,-24.67,-19.72,-11.49,-10.53,-11.43,-17.67
68.00,0.05,0.06,-10.40,-19.49,-30.27,-17.22,1.33,2.70,-0.91,-5.59
97.50,1.91,-0.05,-13.75,-22.99,-29.96,-13.23,3.80,3.50,1.54,-0.78
128.50,-4.11,-2.54,-18.97,-23.67,-26.95,-18.75,6.59,10.95,8.92,12.74
158.50,-89.41,-28.68,-24.10,-17.62,-11.58,5.20,63.46,78.81,81.66,113.64
188.50,-109.50,-72.50,-31.75,-11.85,-4.92,11.28,65.94,82.92,88.51,123.18
219.50,-119.59,-75.68,-34.32,-16.08,-13.57,11.06,63.60,78.39,82.41,116.65
249.50,-122.64,-75.18,-39.87,-21.61,-17.25,5.94,61.07,73.25,83.31,114.04
279.50,-123.35,-72.68,-39.76,-21.92,-17.43,3.70,60.81,75.61,81.90,125.46
309.50,-121.16,-71.53,-37.12,-19.63,-15.97,2.24,59.65,76.17,79.30,121.00
339.50,-119.95,-71.02,-35.75,-18.67,-17.01,3.26,60.74,75.51,82.18,121.88
369.50,-115.76,-70.85,-33.93,-17.70,-16.72,6.21,60.96,75.85,81.36,114.64
399.50,-118.70,-69.92,-34.41,-18.39,-17.33,3.81,62.59,76.25,82.03,113.75
429.50,-120.47,-70.30,-33.24,-18.30,-17.73,4.29,60.23,75.53,81.16,110.13
459.50,-119.95,-69.71,-32.76,-17.76,-17.25,2.77,61.26,76.03,78.92,108.18
489.50,-121.49,-70.20,-33.11,-18.06,-18.28,6.60,60.54,73.98,81.87,110.99
519.50,-120.55,-69.99,-33.43,-18.32,-16.96,2.97,60.01,75.07,78.99,111.79
549.50,-115.32,-71.08,-35.04,-20.40,-19.09,1.65,58.72,73.93,79.75,108.85
579.50,-117.26,-71.49,-35.16,-19.68,-18.12,-1.84,59.26,73.79,78.93,110.86
609.50,-115.62,-72.06,-35.66,-19.84,-18.56,-0.73,59.64,72.07,81.50,111.40
639.50,-111.29,-71.39,-34.36,-19.58,-18.09,-0.98,59.35,74.63,80.31,115.14
669.50,-113.87,-69.76,-33.78,-18.59,-18.40,1.96,60.30,73.37,82.20,114.09
698.00,-111.83,-68.98,-32.48,-18.21,-17.68,0.62,60.96,74.78,82.91,108.67
728.00,-110.63,-66.08,-29.67,-16.52,-16.70,2.31,60.29,76.94,81.16,110.38
758.00,-111.93,-64.74,-30.71,-16.45,-15.18,3.52,61.59,77.21,82.49,114.28
786.50,-115.75,-65.25,-31.12,-16.67,-15.91,3.67,62.98,79.75,88.00,116.96
818.00,-112.93,-66.01,-31.40,-17.10,-16.41,4.64,60.70,75.49,83.86,111.63
849.50,-110.49,-67.46,-31.86,-16.94,-17.64,2.90,60.66,75.50,80.19,115.19
879.50,-114.64,-67.95,-32.70,-18.20,-16.77,1.51,60.81,75.21,81.42,118.60
909.50,-99.24,-57.53,-32.46,-22.87,-19.49,-4.06,51.79,64.38,68.49,101.70
939.50,-87.39,-55.26,-30.33,-21.55,-23.13,-6.62,43.02,56.07,59.58,92.98
969.50,-86.07,-50.07,-27.18,-19.03,-20.13,-4.71,45.98,58.48,61.50,92.25
999.50,-86.02,-47.63,-25.90,-17.36,-17.17,-3.71,45.75,58.84,63.24,92.92
1029.50,-83.64,-46.93,-25.16,-17.09,-21.42,-1.39,46.70,59.01,65.75,92.50
1059.50,-81.76,-46.67,-25.42,-17.56,-18.31,-2.59,46.38,58.02,65.19,89.82
1089.50,-82.86,-50.12,-27.48,-18.92,-19.09,-3.49,46.40,58.85,63.95,90.00
1118.00,-83.34,-50.78,-27.61,-19.48,-19.45,-5.07,45.51,57.52,64.82,85.62
1146.50,-86.05,-51.90,-29.06,-20.44,-19.77,-5.69,42.90,55.67,64.75,86.37
1176.50,-85.01,-52.45,-29.71,-20.16,-21.76,-5.95,43.37,55.95,62.40,85.51
1206.50,-88.02,-50.84,-29.33,-20.22,-22.04,-5.93,43.61,55.59,63.25,88.88
1237.00,-85.25,-48.95,-27.99,-19.05,-21.14,-4.58,45.33,56.14,64.21,92.02
1267.50,-86.32,-48.54,-27.94,-19.65,-20.61,-3.13,44.57,57.41,63.80,91.52
1297.50,-85.75,-48.25,-27.53,-18.46,-20.65,-3.33,45.90,57.84,62.21,92.72
1328.50,-85.29,-48.25,-26.80,-18.78,-18.94,-2.89,46.20,56.95,59.03,90.68
1358.50,-83.15,-49.09,-27.41,-19.52,-19.25,-4.19,45.49,58.06,61.93,91.35
1387.50,-81.01,-49.82,-28.12,-19.52,-19.61,-3.05,45.54,56.98,63.13,88.61
1418.00,-81.46,-50.03,-28.35,-19.57,-20.56,-4.30,44.78,57.34,61.68,87.75
1448.50,-82.27,-51.17,-28.83,-19.72,-21.40,-7.01,43.89,56.74,62.74,90.22
1479.00,-83.02,-52.00,-30.55,-21.72,-23.15,-5.92,43.15,54.58,61.02,86.95
1509.50,-82.73,-53.37,-31.14,-21.38,-23.32,-9.79,40.42,53.06,62.00,84.83
1539.50,-87.64,-54.09,-31.95,-22.86,-23.72,-8.29,41.39,53.22,60.01,82.75
1569.50,-85.54,-54.28,-32.65,-23.41,-26.04,-10.42,40.41,52.19,57.83,81.60
1599.50,-86.89,-55.69,-33.50,-23.79,-24.99,-13.47,40.41,52.49,58.54,81.11
1629.50,-85.88,-55.52,-31.79,-24.62,-25.18,-10.42,39.15,51.33,57.29,80.57
1659.50,-87.73,-55.65,-33.07,-23.35,-24.72,-9.69,39.56,51.75,58.44,84.54
1689.50,-85.38,-52.84,-31.23,-22.08,-23.67,-9.04,41.90,53.26,61.34,84.61
1719.50,-86.02,-52.55,-30.36,-21.62,-23.14,-11.50,41.10,53.51,61.12,85.36
1749.00,-87.65,-52.36,-30.68,-21.60,-22.82,-6.66,40.59,54.17,59.92,83.45
1779.00,-89.57,-51.30,-30.21,-21.63,-22.98,-9.05,41.24,52.83,57.99,81.45
1809.50,-94.15,-54.08,-33.54,-25.24,-24.63,-12.64,39.19,52.21,57.43,77.84
1839.50,-96.19,-57.58,-35.44,-26.40,-27.17,-12.45,38.40,50.62,55.87,79.41
1869.50,-100.02,-63.29,-39.76,-28.75,-29.43,-13.78,42.14,53.53,62.07,81.82
1899.50,-103.45,-67.61,-42.27,-29.61,-30.12,-14.55,38.38,51.03,57.58,80.62
1929.50,-102.08,-71.17,-43.97,-30.23,-30.44,-14.65,36.38,47.81,56.39,76.67
1959.50,-105.24,-70.60,-43.86,-29.09,-29.76,-15.08,34.97,46.03,54.00,74.09
1989.50,-103.93,-70.61,-41.79,-27.84,-27.60,-14.46,33.78,45.71,53.37,73.98
2017.50,-104.32,-68.82,-40.11,-25.83,-26.86,-12.26,36.63,47.94,55.31,74.22
2047.50,-103.18,-67.66,-38.64,-24.83,-24.63,-11.50,36.17,48.33,57.36,74.12
2079.50,-103.03,-65.79,-37.27,-23.55,-23.66,-9.52,38.65,48.44,58.29,79.28
2109.50,-103.31,-65.68,-36.68,-22.62,-22.70,-10.60,37.92,49.09,57.11,81.50
2139.50,-104.32,-67.27,-36.38,-22.94,-23.02,-10.67,36.70,47.35,56.14,80.32
2169.50,-105.55,-67.17,-37.29,-23.73,-23.69,-10.82,35.51,46.33,54.99,83.32
2198.00,-104.64,-68.68,-38.65,-24.48,-24.45,-10.23,35.09,46.54,54.46,81.87
2226.50,-106.40,-69.90,-38.82,-24.83,-24.62,-10.26,33.72,43.98,50.99,80.36
