Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-0.98,-3.31,-3.18,-1.51,-0.33,-3.05,-2.28,-1.52,-1.89,0.19
5.50,0.37,-0.68,-1.49,0.94,2.46,-2.28,-3.39,-1.52,-1.89,0.19
25.50,1.47,0.15,-0.84,5.38,8.73,-0.21,-19.78,-13.00,-13.04,0.19
55.50,1.64,0.20,-1.04,8.20,19.66,3.22,-15.15,-11.54,-7.93,0.25
85.50,2.17,-1.86,-5.37,14.89,26.95,3.26,-10.69,-5.84,-4.76,0.25
114.50,1.88,-1.86,-5.37,18.44,29.69,11.64,-9.02,-3.68,-2.73,0.25
143.00,6.33,-19.45,-27.66,-7.86,8.35,-2.35,-35.06,-37.50,-25.73,0.25
173.00,7.50,-22.83,-30.35,-61.59,-49.10,-65.52,-79.28,-83.80,-58.57,0.25
204.00,6.82,-17.54,-24.65,-62.85,-53.60,-63.68,-144.49,-134.10,-102.38,0.33
234.50,7.47,-17.82,-23.27,-61.64,-53.21,-66.58,-158.10,-144.68,-113.98,0.61
264.50,7.03,-18.89,-24.66,-61.43,-57.75,-63.97,-166.53,-156.92,-124.58,0.47
295.00,6.26,-18.89,-24.66,-61.43,-57.90,-64.59,-164.76,-159.88,-126.94,0.62
325.50,7.26,-17.44,-22.15,-60.77,-58.93,-65.34,-168.80,-164.24,-132.94,0.62
355.50,6.96,-16.97,-21.88,-61.31,-60.83,-64.66,-168.86,-163.88,-133.25,-141.51
385.50,6.88,-19.30,-22.76,-62.20,-60.35,-63.87,-172.06,-171.79,-137.79,-144.10
415.50,8.31,-18.39,-22.44,-61.99,-60.35,-63.55,-177.19,-174.45,-138.86,-146.33
445.50,7.41,-17.76,-20.88,-62.84,-59.29,-62.70,-176.12,-174.46,-138.21,-148.53
475.50,7.01,-16.51,-22.18,-61.04,-59.76,-64.28,-179.25,-176.79,-140.59,-150.37
505.50,6.91,-16.63,-20.15,-61.74,-59.50,-65.75,-174.95,-173.91,-139.11,-147.39
535.50,6.54,-17.94,-21.16,-61.97,-59.51,-63.32,-171.73,-174.71,-139.19,-150.62
565.50,7.42,-17.15,-20.34,-60.95,-59.04,-64.22,-176.08,-174.84,-139.29,-148.63
595.50,7.14,-15.44,-18.77,-56.31,-59.04,-64.77,-167.80,-165.78,-131.17,-140.43
625.03,6.56,-15.11,-17.92,-55.45,-53.26,-58.17,-164.03,-159.45,-126.71,-137.48
655.50,6.10,-15.11,-17.92,-55.45,-54.98,-58.37,-168.63,-166.29,-132.91,-141.11
685.50,6.09,-16.51,-19.92,-56.95,-54.75,-59.50,-173.29,-169.06,-134.88,-140.82
715.50,6.00,-17.14,-20.18,-57.94,-56.20,-61.49,-171.26,-166.47,-134.49,-145.12
745.50,5.82,-18.32,-20.33,-58.47,-56.67,-62.39,-174.73,-175.52,-138.94,-148.86
775.50,5.73,-17.69,-20.31,-59.61,-52.44,-54.22,-179.40,-175.39,-141.49,-151.37
805.50,5.43,-16.04,-19.25,-57.26,-54.26,-60.87,-173.63,-170.81,-134.79,-144.50
835.50,7.27,-16.04,-19.25,-57.26,-54.50,-61.00,-171.88,-168.72,-133.40,-142.17
865.50,5.82,-15.98,-18.51,-55.34,-53.77,-61.26,-173.40,-171.51,-133.61,-145.61
895.50,5.98,-16.16,-18.93,-56.66,-54.11,-59.90,-172.86,-174.04,-133.19,-142.79
925.50,5.93,-14.75,-17.56,-54.12,-51.73,-60.54,-167.15,-166.14,-130.29,-141.21
955.50,6.01,-14.49,-16.89,-51.00,-51.73,-60.54,-163.13,-159.79,-125.56,-132.11
985.00,7.26,-12.58,-16.18,-50.34,-49.88,-54.81,-163.62,-156.58,-124.19,-131.33
1014.00,6.40,-12.58,-16.18,-50.34,-48.84,-55.10,-162.62,-156.58,-122.55,-131.26
1043.50,6.84,-13.05,-16.69,-48.78,-49.03,-55.20,-160.46,-154.98,-121.98,-131.27
1074.00,5.65,-13.89,-16.20,-50.18,-50.01,-54.56,-165.54,-155.13,-122.06,-133.51
1105.00,6.50,-13.18,-16.26,-49.25,-50.03,-54.75,-164.35,-159.55,-124.13,-132.23
1135.50,7.30,-14.69,-17.64,-52.23,-50.03,-54.75,-169.51,-163.80,-128.47,-137.01
1165.50,8.82,-17.85,-21.26,-61.00,-60.23,-66.37,-183.07,-184.10,-147.30,-158.20
1195.50,8.88,-17.85,-21.26,-61.00,-59.43,-63.94,-186.11,-186.87,-150.71,-161.52
1225.50,8.23,-18.30,-21.59,-63.88,-61.68,-67.48,-188.28,-189.09,-154.90,-163.12
1255.50,8.41,-18.84,-22.12,-64.69,-63.14,-67.07,-193.64,-191.41,-154.99,-171.67
1285.50,7.95,-20.25,-22.76,-67.23,-65.23,-66.83,-193.70,-200.80,-165.05,-176.54
1315.50,7.77,-19.48,-23.29,-66.96,-65.23,-63.47,-191.00,-199.99,-165.02,-176.05
1345.50,7.26,-20.23,-23.23,-67.38,-64.77,-67.98,-197.23,-202.48,-167.45,-178.72
1375.50,7.34,-20.23,-23.23,-67.38,-64.36,-66.77,-195.67,-202.38,-165.51,-178.20
1405.50,7.78,-20.58,-24.14,-67.27,-65.14,-67.55,-197.82,-204.53,-167.13,-178.00
1435.50,6.72,-20.11,-23.65,-66.39,-64.50,-67.23,-197.91,-206.78,-167.13,-177.44
1465.50,7.47,-20.39,-23.72,-67.11,-65.47,-65.85,-193.38,-194.57,-164.62,-175.40
1495.50,7.37,-21.08,-24.44,-70.40,-65.47,-65.23,-155.04,-162.07,-143.94,-153.88
1525.50,7.72,-22.36,-25.97,-72.51,-71.00,-65.09,-122.47,-131.94,-134.45,-144.23
1555.50,6.61,-22.36,-25.97,-72.51,-72.94,-62.71,-103.97,-117.81,-123.90,-136.47
1585.50,7.41,-23.03,-26.89,-75.72,-72.27,-62.08,-93.98,-113.22,-123.71,-137.53
1615.50,7.70,-24.17,-27.41,-76.87,-73.60,-64.45,-95.30,-112.12,-123.58,-141.94
1645.00,8.06,-23.02,-27.66,-77.25,-74.62,-63.04,-93.79,-113.46,-120.59,-138.75
1675.00,7.32,-23.54,-27.23,-77.19,-74.62,-63.04,-93.34,-109.12,-117.04,-134.64
1705.50,7.33,-24.19,-27.34,-77.14,-75.73,-63.27,-93.20,-111.31,-118.11,-135.81
1735.00,7.31,-24.19,-27.34,-77.14,-75.61,-63.23,-97.52,-113.51,-118.39,-139.79
1765.00,7.34,-23.65,-27.45,-77.88,-75.03,-62.91,-94.95,-107.77,-113.08,-134.09
1795.50,7.29,-23.91,-28.18,-78.72,-75.08,-63.63,-92.68,-104.95,-112.82,-136.11
1825.50,8.22,-23.90,-27.85,-78.24,-75.83,-64.03,-99.30,-115.62,-119.33,-143.55
1855.50,7.12,-24.91,-28.03,-78.79,-75.83,-64.02,-91.58,-98.61,-105.27,-126.53
1885.00,7.57,-24.47,-28.02,-77.49,-76.21,-63.67,-91.49,-105.75,-114.40,-132.23
1915.00,7.34,-24.47,-28.02,-77.49,-77.51,-64.42,-91.74,-103.25,-108.69,-136.26
1945.50,8.32,-24.65,-29.07,-80.19,-77.08,-65.48,-88.94,-101.95,-107.90,-129.35
1975.00,7.23,-25.75,-29.50,-81.24,-76.34,-64.56,-91.96,-100.71,-109.18,-132.97
2004.50,8.81,-25.84,-29.48,-82.33,-77.65,-64.98,-89.21,-101.06,-108.43,-134.79
2034.50,6.43,-26.21,-30.00,-81.93,-77.65,-64.98,-88.05,-101.26,-107.19,-128.39
2065.00,7.21,-27.26,-30.75,-82.24,-79.68,-65.77,-90.14,-104.23,-111.14,-131.69
2095.50,7.23,-27.26,-30.75,-82.24,-79.47,-66.47,-90.86,-104.73,-109.73,-137.21
