Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-33.27,-35.20,-36.84,-33.53,-30.58,-31.32,-33.68,-35.60,-35.86,-43.67
9.50,-27.19,-34.67,-35.66,-30.81,-25.11,-28.37,-41.74,-44.39,-41.86,-51.52
33.50,-23.77,-28.64,-27.86,-23.57,-23.83,-24.06,-51.39,-41.64,-35.27,-45.13
63.50,-13.16,-21.47,-19.76,-17.84,-23.05,-16.52,-51.01,-33.58,-26.36,-30.26
93.50,0.91,-10.23,-10.76,-14.68,-16.01,-5.38,-30.67,-0.25,-0.21,-9.19
123.50,7.78,0.08,-1.88,-7.84,-11.11,9.22,-9.14,19.80,13.76,12.50
153.50,-90.33,-24.55,-7.15,3.90,21.64,31.32,3.32,138.76,113.61,139.41
183.50,-144.97,-64.09,-28.71,0.62,9.63,21.67,0.03,146.44,127.28,158.93
213.50,-163.56,-104.14,-62.14,-30.29,-15.73,1.26,-22.57,121.10,104.80,145.65
243.50,-172.73,-112.32,-71.03,-35.99,-24.94,-8.11,-38.61,114.67,96.24,132.81
273.50,-167.79,-108.17,-69.93,-35.61,-24.29,-8.07,-37.94,128.95,97.30,134.47
303.50,-159.46,-104.11,-62.45,-33.26,-23.37,-7.52,-31.37,137.19,101.75,139.11
333.50,-156.05,-97.51,-56.93,-29.38,-17.04,5.39,-28.23,143.63,106.52,145.06
363.50,-156.39,-94.27,-54.27,-29.27,-15.10,7.24,-22.96,146.45,111.16,148.36
393.50,-154.50,-89.04,-47.19,-25.17,-12.90,7.84,-18.55,150.87,116.84,154.67
423.50,-152.47,-89.59,-50.79,-24.74,-13.41,6.09,-19.29,148.04,117.90,148.35
453.50,-154.18,-89.79,-49.20,-25.16,-13.32,6.30,-20.66,147.07,115.69,143.94
483.50,-160.56,-90.35,-49.11,-25.66,-13.29,6.70,-19.16,150.46,118.13,149.44
513.50,-161.02,-91.79,-51.38,-25.70,-12.30,5.54,-22.00,146.97,115.53,148.27
541.00,-159.49,-91.23,-48.87,-25.76,-12.72,3.54,-23.15,147.22,115.05,146.03
571.00,-157.77,-91.24,-50.88,-24.47,-13.60,3.01,-24.96,148.95,114.26,143.31
