Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,5.53,3.47,4.81,1.56,1.90,2.44,1.29,3.62,3.78,4.57
1.00,9.49,6.09,9.51,5.11,5.60,9.10,0.32,5.18,4.38,5.49
16.50,13.40,12.21,15.30,10.65,11.33,17.32,0.19,8.05,6.90,6.75
46.50,15.38,14.83,17.08,13.11,16.00,24.26,2.37,10.00,9.55,9.78
76.00,20.32,19.80,23.09,23.26,22.24,33.16,9.32,19.10,17.08,15.50
105.50,26.29,25.26,28.06,32.19,28.28,43.39,13.11,22.93,18.87,20.02
135.50,41.32,20.09,12.26,26.55,19.93,49.08,16.02,31.88,33.08,46.44
166.00,70.45,7.16,-52.48,-7.31,0.13,36.77,9.93,35.39,44.01,79.41
196.50,71.09,7.11,-71.23,-19.11,-8.51,22.98,0.82,25.33,35.47,73.06
226.50,68.49,3.65,-76.72,-28.77,-15.12,13.20,-4.91,21.58,32.11,69.37
256.50,61.22,2.05,-80.12,-36.23,-21.03,6.94,-15.33,11.42,19.78,54.45
286.50,58.69,0.89,-84.48,-40.63,-26.67,2.81,-20.01,3.99,13.94,45.02
316.50,56.66,0.10,-86.35,-40.82,-28.12,7.12,-22.28,-0.57,11.51,42.43
346.50,58.85,0.59,-84.09,-39.96,-29.78,5.49,-22.79,-1.16,13.15,48.61
376.50,59.84,4.94,-80.67,-36.54,-26.35,10.23,-17.00,2.10,16.39,51.50
406.50,60.52,2.11,-84.73,-39.28,-26.48,8.07,-17.49,3.46,16.44,52.85
436.50,63.76,3.75,-80.89,-35.91,-24.99,9.09,-16.11,4.07,17.27,51.66
466.50,64.72,4.86,-77.70,-36.35,-21.98,10.52,-16.43,4.41,17.01,50.45
496.50,65.76,4.17,-75.86,-30.83,-18.61,12.84,-13.58,8.35,21.68,56.31
526.50,65.23,5.38,-75.50,-31.61,-17.21,12.04,-12.08,9.16,21.18,54.15
555.50,62.90,2.89,-75.69,-33.04,-20.81,10.28,-16.12,4.15,17.62,49.45
585.50,63.57,6.24,-78.49,-32.86,-19.56,11.92,-15.35,5.86,19.04,52.61
616.50,67.16,5.35,-74.59,-31.34,-18.84,11.97,-12.31,8.85,21.07,57.00
646.50,69.40,6.81,-73.04,-32.65,-17.86,12.74,-10.85,10.51,22.40,59.97
676.50,70.65,6.54,-74.88,-32.62,-15.57,13.61,-7.48,12.27,23.82,60.18
706.50,69.84,8.98,-73.19,-32.62,-16.48,11.75,-10.10,10.78,20.51,60.68
736.50,72.35,2.37,-99.08,-43.82,-24.16,8.47,-17.54,6.90,22.50,66.47
766.50,69.35,1.52,-101.51,-45.36,-27.04,7.44,-18.13,8.15,25.02,69.68
795.50,69.63,-2.82,-107.41,-50.18,-32.75,2.73,-24.38,0.99,18.10,59.96
824.50,72.86,-0.34,-112.70,-52.88,-35.49,0.93,-27.56,-3.35,16.39,58.89
855.50,76.11,-1.61,-113.06,-56.17,-40.20,-5.28,-31.68,-7.16,12.77,52.79
886.50,75.63,-1.68,-119.62,-57.07,-38.76,-4.59,-30.76,-8.03,12.02,53.02
916.50,77.07,-1.17,-115.90,-56.49,-36.66,-5.47,-33.07,-9.62,12.55,54.57
946.50,79.35,3.01,-116.90,-54.98,-35.88,-6.11,-31.38,-6.58,13.48,55.34
976.50,82.05,2.70,-109.53,-55.70,-35.17,-1.79,-24.49,-4.60,15.47,58.25
1006.50,82.39,4.57,-111.30,-54.12,-34.79,-1.19,-25.36,-3.88,17.16,64.42
1036.50,82.58,1.86,-113.33,-52.18,-36.57,0.07,-25.24,-5.11,16.23,59.30
1066.50,81.47,3.61,-108.91,-53.58,-37.86,-1.06,-26.40,-4.96,14.70,57.90
1096.50,80.16,2.31,-107.58,-53.87,-36.07,0.46,-24.96,-4.47,16.13,60.30
1126.50,79.07,2.23,-110.36,-52.92,-35.62,1.03,-24.59,-4.22,16.83,63.93
1156.50,79.56,2.74,-107.79,-54.00,-35.65,0.70,-26.93,-4.50,14.93,58.95
1186.50,81.04,4.15,-110.12,-52.59,-35.60,-0.53,-25.76,-4.90,16.35,59.48
1216.00,82.06,5.17,-111.37,-52.09,-34.78,0.34,-25.71,-5.61,16.27,56.67
1246.00,81.89,4.27,-111.31,-51.76,-36.10,0.58,-25.29,-4.72,15.43,54.56
1276.50,82.15,4.53,-107.14,-53.60,-36.20,-1.32,-26.55,-5.07,15.43,54.28
1306.50,82.57,5.56,-111.60,-51.53,-35.95,-2.62,-26.36,-4.91,14.58,53.96
1336.50,80.65,6.12,-111.48,-51.85,-35.95,0.28,-24.15,-4.29,15.43,57.75
1366.50,82.56,5.02,-112.17,-52.26,-35.94,-2.81,-25.81,-5.70,16.20,62.08
1396.50,80.30,4.12,-108.96,-53.79,-36.15,-2.69,-26.99,-5.90,13.72,63.96
1426.50,78.93,3.38,-112.94,-56.13,-38.98,-6.39,-29.48,-9.03,13.02,62.62
1456.50,79.10,3.31,-111.53,-56.39,-40.75,-9.06,-30.67,-9.35,12.96,59.08
1485.50,76.41,2.56,-115.73,-56.93,-39.36,-10.72,-26.85,-5.35,14.27,62.25
1515.50,75.10,-0.39,-116.81,-59.18,-40.25,-15.39,-19.49,-0.85,18.95,64.47
1546.50,73.02,-6.58,-119.11,-61.89,-46.51,-22.66,-12.96,1.78,19.54,65.56
1576.50,71.77,-10.20,-122.10,-62.48,-47.48,-27.55,-13.81,1.24,17.85,63.37
1606.50,71.22,-9.92,-118.36,-61.98,-46.29,-28.84,-13.55,0.64,18.92,60.97
