Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
s,mol/mol,mol/mol,mol/mol,mol/mol,g/g,mol/mol,mol/mol,mol/mol,mol/mol,g/g,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kW,kW,kg/s,C,mol/mol,mol/mol,mol/mol,mol/mol,mg/m3,mol/mol,mol/mol
   0.,        NaN,        NaN,        NaN,        NaN,   NaN,  2.090E-01,  5.602E-04,  0.000E+00,  2.048E-06,   NaN,   0.14,   0.23,  24.3,  27.4,  26.4,  26.0,  26.3,  25.8,  26.4,  26.3,  26.8,  29.2,  25.6,  24.2,  27.1,  27.0,  27.4,  25.7,  27.0,  26.4,  26.6,  26.8,  26.4,  26.2,  26.8,  26.3,  26.4,  27.0,  26.1,  26.1,  25.8,  25.9,  25.5, -0.39, -0.39, -0.49, -0.14, -0.00,  0.27, -0.33, -0.29,  0.32,   0.7,  69.3, 2.268286,  26.4,  2.099E-01,  5.240E-04,  0.000E+00,  1.000E-06,   NaN,  1.186E-03,  1.056E-03
  30.,        NaN,        NaN,        NaN,        NaN,   NaN,  2.031E-01,  4.086E-03,  0.000E+00,  5.667E-06,   NaN,   0.73,   0.65,  24.4,  29.2,  27.2,  26.2,  27.8,  26.0,  27.6,  34.2,  32.2,  78.4,  25.6,  24.2,  76.8,  83.7,  74.2,  30.1,  98.4,  30.8,  85.6,  26.9,  28.4,  73.7,  27.0,  45.0,  26.7,  27.1,  28.4,  26.9,  26.3,  26.0,  25.9, -1.37, -1.31, -1.33, -0.62, -0.20,  0.41, -0.06,  0.15,  0.49,   8.7,  69.3, 2.282833,  27.6,  2.097E-01,  6.663E-04,  0.000E+00,  1.167E-06,   NaN,  1.190E-03,  8.099E-03
  60.,        NaN,        NaN,        NaN,        NaN,   NaN,  1.977E-01,  6.779E-03,  0.000E+00,  8.667E-06,   NaN,   0.91,   0.79,  24.4,  38.3,  30.3,  27.0,  33.9,  26.8,  33.7,  41.3,  37.0, 105.0,  25.7,  24.3,  97.7,  98.2,  90.0,  47.1, 124.8,  47.0, 110.4,  27.2,  30.2,  97.7,  28.0,  52.2,  27.0,  27.6,  30.6,  27.2,  26.4,  26.1,  26.2, -1.50, -1.38, -1.52, -0.69, -0.20,  0.45,  0.01,  0.19,  0.52,  12.7,  22.6, 2.320833,  29.1,  2.096E-01,  7.567E-04,  0.000E+00,  1.000E-06,   NaN,  1.200E-03,  1.351E-02
  90.,        NaN,        NaN,        NaN,        NaN,   NaN,  1.965E-01,  7.406E-03,  0.000E+00,  4.167E-06,   NaN,   1.03,   0.88,  24.4,  51.9,  34.4,  28.4,  43.0,  28.1,  43.3,  46.1,  40.4, 111.3,  25.6,  24.3,  94.3, 108.9,  84.3,  62.9, 126.0,  62.9, 115.0,  27.6,  30.7, 103.2,  29.5,  58.2,  26.8,  28.2,  32.6,  27.7,  26.4,  26.2,  26.4, -1.45, -1.42, -1.17, -0.70, -0.19,  0.46,  0.06,  0.19,  0.53,  12.9,   0.0, 2.329500,  29.6,  2.096E-01,  7.475E-04,  0.000E+00,  1.000E-06,   NaN,  1.212E-03,  1.476E-02
 120.,        NaN,        NaN,        NaN,        NaN,   NaN,  1.956E-01,  7.897E-03,  0.000E+00,  6.667E-07,   NaN,   1.11,   1.00,  24.4,  66.1,  38.9,  30.0,  52.9,  29.7,  54.3,  49.3,  43.5, 118.0,  25.8,  24.3,  99.7, 113.4,  81.7,  74.1, 132.7,  74.1, 119.5,  28.0,  31.3, 107.1,  31.3,  52.6,  27.2,  29.0,  34.0,  28.2,  26.7,  26.3,  26.5, -1.52, -1.47, -1.19, -0.72, -0.19,  0.48,  0.12,  0.19,  0.53,  13.0,   0.0, 2.218333,  29.8,  2.095E-01,  7.497E-04,  0.000E+00,  1.000E-06,   NaN,  1.252E-03,  1.575E-02
 150.,        NaN,        NaN,        NaN,        NaN,   NaN,  1.952E-01,  8.122E-03,  0.000E+00,  0.000E+00,   NaN,   1.13,   1.11,  24.4,  79.0,  43.3,  31.7,  62.6,  31.4,  65.3,  51.7,  45.8, 122.9,  25.9,  24.3, 109.2, 116.7,  86.7,  82.8, 135.4,  82.4, 123.5,  28.5,  32.1, 110.2,  32.9,  50.4,  27.3,  29.7,  34.8,  28.9,  27.4,  27.0,  27.0, -1.64, -1.51, -1.33, -0.74, -0.20,  0.49,  0.20,  0.21,  0.55,  12.9,   0.0, 2.219500,  29.9,  2.095E-01,  7.375E-04,  0.000E+00,  1.000E-06,   NaN,  1.214E-03,  1.617E-02
 180.,        NaN,        NaN,        NaN,        NaN,   NaN,  1.951E-01,  8.142E-03,  0.000E+00,  0.000E+00,   NaN,   1.16,   1.06,  24.4,  89.8,  47.3,  33.3,  71.6,  33.0,  75.7,  52.1,  47.4, 126.5,  26.1,  24.3, 113.7, 118.5,  94.1,  88.8, 136.5,  88.0, 122.9,  29.0,  31.6, 110.4,  34.3,  55.9,  27.7,  30.6,  34.2,  28.7,  27.2,  27.0,  26.9, -1.68, -1.53, -1.50, -0.74, -0.23,  0.45,  0.14,  0.28,  0.56,  13.1,   0.0, 2.259000,  30.1,  2.095E-01,  7.477E-04,  0.000E+00,  1.000E-06,   NaN,  1.240E-03,  1.621E-02
 210.,        NaN,        NaN,        NaN,        NaN,   NaN,  1.956E-01,  7.725E-03,  0.000E+00,  0.000E+00,   NaN,   1.11,   1.05,  24.4,  98.5,  50.0,  34.9,  79.8,  34.6,  84.7,  51.9,  47.7, 125.7,  26.3,  24.3, 107.3, 114.9, 106.6,  92.7, 131.6,  91.5, 120.2,  29.5,  32.1, 107.1,  35.7,  56.0,  27.6,  31.3,  33.5,  28.4,  26.8,  26.5,  26.8, -1.61, -1.59, -1.81, -0.75, -0.24,  0.47,  0.19,  0.29,  0.55,  13.0,   0.0, 2.367833,  30.3,  2.096E-01,  7.330E-04,  0.000E+00,  1.000E-06,   NaN,  1.240E-03,  1.538E-02
 240.,        NaN,        NaN,        NaN,        NaN,   NaN,  1.964E-01,  7.416E-03,  0.000E+00,  0.000E+00,   NaN,   1.16,   1.06,  24.4, 105.0,  52.1,  36.5,  87.1,  36.2,  92.0,  52.2,  49.1, 122.5,  26.5,  24.3, 107.1, 118.8,  99.1,  94.8, 128.2,  93.7, 117.6,  29.9,  32.4, 106.9,  37.0,  54.6,  27.4,  32.0,  35.3,  29.0,  26.8,  26.5,  27.1, -1.64, -1.60, -1.53, -0.72, -0.22,  0.46,  0.14,  0.25,  0.53,  11.8,   0.0, 2.241500,  30.1,  2.096E-01,  7.170E-04,  0.000E+00,  1.000E-06,   NaN,  1.204E-03,  1.476E-02
