Time,HRRPUA
0.0,1.5753975391729755
15.0,4.64974903498626
30.0,11.184456389121614
45.0,104.21340245050716
60.0,165.38851128363345
75.0,181.09061519356888
90.0,207.33424861481626
105.0,166.7701950286943
120.0,162.33434154779107
135.0,168.54232805385584
150.0,137.45699166841342
165.0,97.92713574345304
180.0,69.4118168026787
195.0,52.90588529171986
210.0,
225.0,
240.0,
255.0,
270.0,
285.0,
300.0,
315.0,
330.0,
345.0,
360.0,
375.0,
390.0,
405.0,
420.0,
435.0,
450.0,
465.0,
480.0,
495.0,
510.0,
525.0,
