Time (s),Line 2,Line 6,Line 10
0,18.15008726,20.41884817,18.15008726
60,77.2354917,15.15362528,33.18062827
120,55.66555424,49.61429038,52.93775451
180,59.87137633,107.2247411,93.01919721
240,184.8143649,171.7459476,138.7725422
300,244.5530744,241.9814395,193.8845259
360,437.5162216,333.7988073,300.7526178
420,555.7563839,432.0134307,372.1476876
480,731.2260606,543.1181889,460.5584642
540,907.5672117,925.2515308,678.6431065
600,574.5276156,657.5156403,901.6433973
660,576.2091563,670.8958873,968.7609075
720,559.2036923,705.5334574,917.227624
780,528.8895831,656.1332453,865.6943406
840,505.947325,595.8568622,814.1610571
900,509.7576807,596.8168805,873.283886
960,531.091294,648.3478047,936.7461703
1020,536.193867,667.1327548,987.1000582
1080,525.3758695,650.820995,997.1204188
1140,517.1740086,640.8152031,1008.6938
1200,515.4137124,643.9919532,1022.292861
1260,518.6789298,654.92202,1035.891922
1320,525.5480737,668.180774,1041.928447
1380,534.599557,680.2015326,1051.964563
1440,544.4344049,690.8888338,1067.830134
1500,554.3099522,700.5275342,1082.671611
1560,564.2258417,709.4024911,1087.681792
1620,574.2216091,717.7985612,1097.607621
1680,584.3367906,726.0467794,1103.626139
1740,594.610922,734.7882249,1100.443572
1800,605.0483474,744.791593,1105.453752
1860,615.5203885,756.8259737,1108.809628
1920,625.8669415,771.6394443,1111.314718
1980,635.9279028,788.37882,1127.290576
2040,645.5431687,803.4904444,1145.661237
2100,654.5526931,813.1608011,1164.031898
2160,662.8324954,814.2731213,1182.40256
2220,670.3562163,811.4514533,1189.145821
2280,677.1138528,814.1486324,1194.565639
2340,683.0954016,827.4299621,1202.490547
2400,688.2908597,837.5547742,1203.325577
2460,692.7039417,842.5587026,1204.160607
2520,696.4809194,853.5037464,1199.181937
2580,699.8525942,869.5739603,1182.898851
2640,703.050877,872.2985709,1181.835369
2700,706.3076787,860.9851571,1194.36082
2760,709.8549101,851.7778501,1195.211606
2820,713.9216154,850.5075154,1191.45397
2880,718.5923014,856.4364208,1196.771379
2940,723.7419554,866.7708776,1202.049399
3000,729.2291365,878.0596514,1197.874249
3060,734.9124043,886.8861371,1193.699098
3120,740.6503181,892.9590997,1195.353403
3180,746.3014373,901.5340955,1206.626309
3240,751.7299297,917.7584438,1211.518325
3300,756.8963004,935.1312348,1211.518325
3360,761.8421288,937.5718933,1211.518325
3420,766.6115218,925.6953315,1211.121291
3480,771.2485861,927.7400324,1210.119255
3540,775.7974285,949.4938135,1209.911286
3600,780.3021558,972.0700881,1214.921466
3660,784.8068748,988.333782,1219.931646
3720,789.3556923,999.2127343,1211.896451
3780,793.9660988,1005.757293,1209.533159
3840,798.5363478,1009.017806,1214.543339
3900,802.9313163,1010.044621,1219.553519
3960,807.0158796,1009.888087,1220.593368
4020,810.6549132,1009.598551,1220.593368
4080,813.7132924,1010.391267,1220.593368
4140,816.0558926,1014.179529,1220.593368
4200,817.5475891,1023.061301,1212.382614
4260,818.0532575,1037.25931,1200.930774
4320,817.437773,1043.630017,1189.478933
4380,815.7193462,1032.901753,1185.321226
4440,815.7693304,1032.487722,1187.200044
4500,822.1779577,1054.071415,1189.078861
4560,832.2866994,1090.013918,1190.957679
4620,839.5106714,1120.263764,1178.52676
4680,839.2639688,1121.415866,1164.927699
4740,834.657288,1097.745815,1151.328638
4800,830.6195656,1077.981457,1156.815978
4860,831.2819588,1092.35548,1158.448226
4920,835.7268127,1119.93535,1144.753733
4980,841.0672335,1140.820116,1131.05924
5040,844.4217774,1158.888345,1117.364747
5100,844.4478169,1176.140962,1103.670254
5160,842.9922943,1188.441291,1089.975761
5220,842.2983101,1190.890909,1076.281268
5280,844.6065521,1182.292773,1064.805119
5340,851.0976523,1173.907704,1054.784759
5400,860.2344312,1174.246041,1044.764398
5460,870.0502587,1181.219868,1034.744037
5520,878.5785049,1191.504322,1024.723677
5580,883.8525397,1201.776775,1014.703316
5640,883.9057331,1209.436278,1004.682955
5700,876.8180707,1213.635208,994.6625945
5760,863.0197612,1213.787086,984.6422339
5820,846.3478829,1209.579837,974.6218732
5880,830.906634,1201.79902,964.6015125
5940,820.8002125,1191.504601,954.5811518
